web-scraper-order,web-scraper-start-url,date - time,team1,team2,result (team1 - team2),lineups,lineups-href,team1 player1,attendance,place,round,team1 player2,team1 player3,team1 player4,team1 player5,team1 player6,team1 player7,team1 player8,team1 player9,team1 player10,team1 player11,team1 missing player1,team1 missing player2,team1 missing player3,team2 player1,team2 player2,team2 player3,team2 player4,team2 player5,team2 player6,team2 player7,team2 player8,team2 player9,team2 player10,team2 player11,team2 missing player1,team2 missing player2,team2 missing player3
"1676816821-1545","https://www.flashscore.com/match/A77CKEhl/#/match-summary","23.11.2013 17:00","Barcelona","Granada CF","4-0Finished","Lineups","https://www.flashscore.com/match/A77CKEhl/#/match-summary/lineups","Adriano","null","Camp Nou (Barcelona)","LaLiga - Round 14","Bartra M.","Busquets S.","Fabregas C.","Iniesta A. (C)","Montoya M.","Neymar","Pedro","Pinto J. M. (G)","Pique G.","Sanchez A.","null","null","null","Brahimi Y.","Diakhate P. (C)","El Arabi Y.","Fernandez R. (G)","Foulquier D.","Iturra M.","Murillo J.","Nyom A.","Piti","Recio","Rico F.","null","null","null"
"1676816830-1546","https://www.flashscore.com/match/vmePHCx7/#/match-summary","23.11.2013 19:00","Real Sociedad","Celta Vigo","4-3Finished","Lineups","https://www.flashscore.com/match/vmePHCx7/#/match-summary/lineups","Bergara M.","null","Reale Arena (San Sebastian)","LaLiga - Round 14","Bravo C. (G)","Castro Irizábal G.","de La Bella A.","Gonzalez M.","Griezmann A.","Martinez I.","Prieto X. (C)","Vela C.","Zaldua J.","Zurutuza D.","null","null","null","Aurtenetxe J.","Cabral G.","Charles","Fernandez A.","Fontas A.","Jonny","Lopez A.","Mallo H. (C)","Nolito","Rafinha","Yoel (G)","null","null","null"
"1676816838-1547","https://www.flashscore.com/match/IwfTGWiD/#/match-summary","23.11.2013 21:00","Almeria","Real Madrid","0-5Finished","Lineups","https://www.flashscore.com/match/IwfTGWiD/#/match-summary/lineups","Azeez R.","null","Estadio de los Juegos Mediterráneos (Almería)","LaLiga - Round 14","Dubarbier S.","Esteban (G) (C)","Nelson","Pellerano H.","Rodri","Suso","Torsiglieri M.","Trujillo A.","Verza","Vidal A.","null","null","null","Alonso X.","Arbeloa A.","Bale G.","Benzema K.","Carvajal D.","Illarramendi A.","Isco","Lopez D. (G)","Pepe","Ramos S. (C)","Ronaldo C.","null","null","null"
"1676816847-1548","https://www.flashscore.com/match/0YHxRGFK/#/match-summary","23.11.2013 23:00","Atl. Madrid","Getafe","7-0Finished","Lineups","https://www.flashscore.com/match/0YHxRGFK/#/match-summary/lineups","Alderweireld T.","null","Estadio Vicente Calderón (Madrid)","LaLiga - Round 14","Courtois T. (G)","Filipe Luis","Gabi (C)","Garcia R.","Juanfran","Koke","Miranda","Tiago","Turan A.","Villa D.","null","null","null","Alexis","Borja","Castro D.","Colunga A.","Lafita A.","Lago R.","Leon P. (C)","Lopo A.","Michel","Moya M. A. (G)","Valera J.","null","null","null"
"1676816855-1549","https://www.flashscore.com/match/vPGtQzVQ/#/match-summary","24.11.2013 13:00","Levante","Villarreal","0-3Finished","Lineups","https://www.flashscore.com/match/vPGtQzVQ/#/match-summary/lineups","Baba","null","Estadi Ciutat de València (Valencia)","LaLiga - Round 14","Diop P.","El Zhar N.","Ivanschitz A.","Juanfran","Lell C.","Navarro D.","Navas K. (G)","Simao","Vyntra L.","Xumetra J.","null","null","null","Asenjo S. (G)","Bruno","Cani","Gabriel Paulista","Hernan Perez","Jokic B.","Mario Gaspar","Musacchio M.","Pereira J.","Trigueros M.","Uche I.","null","null","null"
"1676816864-1550","https://www.flashscore.com/match/WMeLIhN0/#/match-summary","24.11.2013 18:00","Rayo Vallecano","Espanyol","1-4Finished","Lineups","https://www.flashscore.com/match/WMeLIhN0/#/match-summary/lineups","Arbilla A.","null","Campo de Futbol de Vallecas (Madrid)","LaLiga - Round 14","Bangoura A.","Bueno","Falque I.","Galeano L.","Nacho","Niguez S.","Ruben (G)","Tito","Trashorras R.","Viera J.","null","null","null","Alvarez V.","Casilla K. (G)","Colotto D.","Cordoba J.","Fuentes J. R.","Garcia S.","Lopez D.","Lopez J.","Moreno H.","Rodriguez R.","Torje G.","null","null","null"
"1676816872-1551","https://www.flashscore.com/match/rcNXRd0E/#/match-summary","24.11.2013 20:00","Elche","Valencia","2-1Finished","Lineups","https://www.flashscore.com/match/rcNXRd0E/#/match-summary/lineups","Albacar E.","null","Estadio Manuel Martínez Valero (Elche)","LaLiga - Round 14","Boakye R.","Botia A.","Fidel","Herrera M. (G)","Lomban D.","Marquez J.","Rivera A.","Sanchez C.","Stevanovic M.","Suarez D.","null","null","null","Barragan A.","Canales S.","Cartabia F.","Costa R.","Diego Alves (G)","Fuego J.","Guardado A.","Jonas","Mathieu J.","Pabon D.","Parejo D.","null","null","null"
"1676816881-1552","https://www.flashscore.com/match/hWdHJY7f/#/match-summary","24.11.2013 22:00","Sevilla","Betis","4-0Finished","Lineups","https://www.flashscore.com/match/hWdHJY7f/#/match-summary/lineups","Bacca C.","null","Estadio Ramón Sánchez Pizjuán (Sevilla)","LaLiga - Round 14","Beto (G)","Carrico D.","Fazio F.","Figueiras D.","Iborra V.","Mbia S.","Moreno A.","Rakitic I.","Reyes J. A.","Vitolo","null","null","null","Amaya A.","Juanfran","Molina J.","Nono","Paulao","Sara G. (G)","Steinhofer M.","Torres X.","Vadillo A.","Verdu J.","Vila D.","null","null","null"
"1676816889-1553","https://www.flashscore.com/match/d438Lfwr/#/match-summary","25.11.2013 23:00","Malaga","Ath Bilbao","1-2Finished","Lineups","https://www.flashscore.com/match/d438Lfwr/#/match-summary/lineups","Angeleri M.","null","Estadio La Rosaleda (Málaga)","LaLiga - Round 14","Antunes V.","Caballero W. (G)","Darder S.","Eliseu","Juanmi","Portillo F.","Samuel","Sanchez S.","Tissone F.","Weligton","null","null","null","Balenziaga M.","Guillermo","Herrera A.","Ibai","Iraizoz G. (G)","Iraola A.","Iturraspe A.","Laporte A.","Muniain I.","Rico M.","San Jose M.","null","null","null"
"1676816897-1554","https://www.flashscore.com/match/S8yKwfaQ/#/match-summary","29.11.2013 21:00","Getafe","Levante","1-0Finished","Lineups","https://www.flashscore.com/match/S8yKwfaQ/#/match-summary/lineups","Alexis","null","Coliseum Alfonso Perez (Getafe)","LaLiga - Round 15","Arroyo A.","Borja","Castro D.","Colunga A.","Escudero S.","Leon P.","Mosquera P.","Moya M. A. (G)","Rafa","Sarabia P.","null","null","null","Barral D.","Diop P.","El Zhar N.","Garcia R.","Jimenez J. (G)","Juanfran","Karabelas N.","Lopez P.","Simao","Vyntra L.","Xumetra J.","null","null","null"
"1676816906-1555","https://www.flashscore.com/match/UHNoZD7s/#/match-summary","29.11.2013 21:30","Villarreal","Malaga","1-1Finished","Lineups","https://www.flashscore.com/match/UHNoZD7s/#/match-summary/lineups","Aquino J.","null","Estadio de la Ceramica (Villarreal)","LaLiga - Round 15","Asenjo S. (G)","Bruno","Cani","Costa J.","Gabriel Paulista","Mario Gaspar","Musacchio M.","Pereira J.","Trigueros M.","Uche I.","null","null","null","Antunes V.","Caballero W. (G)","Camacho I.","Darder S.","Eliseu","Gamez J.","Juanmi","Samuel","Sanchez S.","Tissone F.","Weligton","null","null","null"
"1676816914-1556","https://www.flashscore.com/match/YoxGvzpK/#/match-summary","30.11.2013 17:00","Elche","Atl. Madrid","0-2Finished","Lineups","https://www.flashscore.com/match/YoxGvzpK/#/match-summary/lineups","Albacar E.","null","Estadio Manuel Martínez Valero (Elche)","LaLiga - Round 15","Boakye R.","Botia A.","Coro","Fidel","Gil C.","Herrera M. (G)","Lomban D.","Perez R.","Sanchez C.","Suarez D.","null","null","null","Costa D.","Courtois T. (G)","Filipe Luis","Gabi","Godin D.","Juanfran","Koke","Miranda","Tiago","Turan A.","Villa D.","null","null","null"
"1676816923-1557","https://www.flashscore.com/match/0GO6UkMC/#/match-summary","30.11.2013 19:00","Celta Vigo","Almeria","3-1Finished","Lineups","https://www.flashscore.com/match/0GO6UkMC/#/match-summary/lineups","Aurtenetxe J.","null","Estadio de Balaídos (Vigo)","LaLiga - Round 15","Charles","Costas D.","Krohn-Dehli M.","Lopez A.","Mallo H.","Orellana F.","Oubina B.","Rafinha","Toni","Yoel (G)","null","null","null","Azeez R.","Diaz O.","Dubarbier S.","Esteban (G)","Nelson","Soriano F.","Suso","Torsiglieri M.","Trujillo A.","Verza","Vidal A.","null","null","null"
"1676816931-1558","https://www.flashscore.com/match/v7NAT9yJ/#/match-summary","30.11.2013 21:00","Real Madrid","Valladolid","4-0Finished","Lineups","https://www.flashscore.com/match/v7NAT9yJ/#/match-summary/lineups","Alonso X.","null","Estadio Santiago Bernabéu (Madrid)","LaLiga - Round 15","Bale G.","Benzema K.","Carvajal D.","Di Maria A.","Isco","Lopez D. (G)","Marcelo","Modric L.","Pepe","Ramos S.","null","null","null","Bergdich Z.","Garcia G.","Guerra J.","Larsson D.","Marino D. (G)","Pena C.","Rossi F.","Rubio A.","Rueda J.","Sastre L.","Valiente M.","null","null","null"
"1676816940-1559","https://www.flashscore.com/match/IiZ1VV66/#/match-summary","30.11.2013 23:00","Espanyol","Real Sociedad","1-2Finished","Lineups","https://www.flashscore.com/match/IiZ1VV66/#/match-summary/lineups","Alvarez V.","null","RCDE Stadium (Cornella de Llobregat)","LaLiga - Round 15","Casilla K. (G)","Colotto D.","Cordoba J.","Fuentes J. R.","Garcia S.","Lopez D.","Lopez J.","Moreno H.","Rodriguez R.","Stuani C.","null","null","null","Agirretxe I.","Bergara M.","Bravo C. (G)","de La Bella A.","Gonzalez M.","Griezmann A.","Martinez C.","Martinez I.","Prieto X.","Ros J.","Vela C.","null","null","null"
"1676816948-1560","https://www.flashscore.com/match/K6GbWBi0/#/match-summary","01.12.2013 13:00","Betis","Rayo Vallecano","2-2Finished","Lineups","https://www.flashscore.com/match/K6GbWBi0/#/match-summary/lineups","Amaya A.","null","Estadio Benito Villamarín (Sevilla)","LaLiga - Round 15","Castro R.","Figueras J.","Juanfran","Molina J.","Nacho","Nono","Reyes L.","Sara G. (G)","Sevilla S.","Vadillo A.","null","null","null","Baena R.","Bangoura A.","Cobeno D. (G)","Falque I.","Galeano L.","Larrivey J.","Nacho","Niguez S.","Tito","Trashorras R.","Viera J.","null","null","null"
"1676816956-1561","https://www.flashscore.com/match/QqHfXixf/#/match-summary","01.12.2013 18:00","Granada CF","Sevilla","1-2Finished","Lineups","https://www.flashscore.com/match/QqHfXixf/#/match-summary/lineups","Angulo B.","null","Estadio Nuevo Los Cármenes (Granada)","LaLiga - Round 15","Brahimi Y.","Diakhate P.","El Arabi Y.","Fernandez R. (G)","Foulquier D.","Murillo J.","Piti","Recio","Rico F.","Yebda H.","null","null","null","Bacca C.","Beto (G)","Carrico D.","Fazio F.","Figueiras D.","Iborra V.","Mbia S.","Navarro F.","Rakitic I.","Reyes J. A.","Samperio J.","null","null","null"
"1676816965-1562","https://www.flashscore.com/match/QeuIy7Tu/#/match-summary","01.12.2013 20:00","Valencia","Osasuna","3-0Finished","Lineups","https://www.flashscore.com/match/QeuIy7Tu/#/match-summary/lineups","Barragan A.","null","Estadio de Mestalla (Valencia)","LaLiga - Round 15","Bernat J.","Canales S.","Diego Alves (G)","Feghouli S.","Guardado A.","Jonas","Mathieu J.","Parejo D.","Romeu O.","Ruiz V.","null","null","null","Armenteros E.","Arribas A.","Bertran M.","Cejudo A.","Damia","de las Cuevas M.","Fernandez A. (G)","Lolo","Loties J.","Punal F.","Riera O.","null","null","null"
"1676816973-1563","https://www.flashscore.com/match/ngIjYXMm/#/match-summary","01.12.2013 22:00","Ath Bilbao","Barcelona","1-0Finished","Lineups","https://www.flashscore.com/match/ngIjYXMm/#/match-summary/lineups","Balenziaga M.","null","Estadio San Mamés (Bilbao)","LaLiga - Round 15","Gurpegi C.","Herrera A.","Iraizoz G. (G)","Iraola A.","Iturraspe A.","Laporte A.","Muniain I.","Rico M.","Susaeta M.","Toquero G.","null","null","null","Adriano","Busquets S.","Fabregas C.","Iniesta A.","Mascherano J.","Montoya M.","Neymar","Pinto J. M. (G)","Pique G.","Sanchez A.","Xavi","null","null","null"
"1676816982-1564","https://www.flashscore.com/match/nBTQZpbh/#/match-summary","13.12.2013 22:00","Levante","Elche","2-1Finished","Lineups","https://www.flashscore.com/match/nBTQZpbh/#/match-summary/lineups","Baba","null","Estadi Ciutat de València (Valencia)","LaLiga - Round 16","da Silva Pinto S.","Diop P.","El Zhar N.","Juanfran (C)","Karabelas N.","Lopez P.","Navas K. (G)","Rios P.","Simao","Vyntra L.","null","null","null","Albacar E. (C)","Boakye R.","Botia A.","Coro","Fidel","Gil C.","Pelegrin S.","Perez R.","Sanchez C.","Sapunaru C.","Tono (G)","null","null","null"
"1676816990-1565","https://www.flashscore.com/match/QHGhlpDo/#/match-summary","14.12.2013 17:00","Osasuna","Real Madrid","2-2Finished","Lineups","https://www.flashscore.com/match/QHGhlpDo/#/match-summary/lineups","Armenteros E.","null","Estadio El Sadar (Pamplona)","LaLiga - Round 16","Arribas A.","Bertran M.","Cejudo A.","Damia","Fernandez A. (G)","Lolo (C)","Loties J.","Riera O.","Silva F.","Torres R.","null","null","null","Alonso X.","Bale G.","Benzema K.","Carvajal D.","Isco","Lopez D. (G)","Marcelo","Modric L.","Pepe","Ramos S. (C)","Ronaldo C.","null","null","null"
"1676816999-1566","https://www.flashscore.com/match/EwmzW2cH/#/match-summary","14.12.2013 19:00","Rayo Vallecano","Granada CF","0-2Finished","Lineups","https://www.flashscore.com/match/EwmzW2cH/#/match-summary/lineups","Baena R.","null","Campo de Futbol de Vallecas (Madrid)","LaLiga - Round 16","Bangoura A.","Bueno","Galeano L.","Galvez A.","Larrivey J.","Nacho","Ruben (G)","Tito","Trashorras R. (C)","Viera J.","null","null","null","Angulo B.","Brahimi Y.","El Arabi Y.","Fernandez R. (G)","Foulquier D.","Iturra M.","Mainz D. (C)","Murillo J.","Piti","Rico F.","Yebda H.","null","null","null"
"1676817007-1567","https://www.flashscore.com/match/fyXYXOS4/#/match-summary","14.12.2013 21:00","Barcelona","Villarreal","2-1Finished","Lineups","https://www.flashscore.com/match/fyXYXOS4/#/match-summary/lineups","Alba J.","null","Camp Nou (Barcelona)","LaLiga - Round 16","Bartra M.","Busquets S.","Fabregas C.","Iniesta A. (C)","Montoya M.","Neymar","Pinto J. M. (G)","Pique G.","Sanchez A.","Song A.","null","null","null","Aquino J.","Asenjo S. (G)","Costa J.","Dorado J. A.","dos Santos G.","Hernan Perez","Mario Gaspar","Musacchio M. (C)","Pina T.","Ramos E.","Trigueros M.","null","null","null"
"1676817015-1568","https://www.flashscore.com/match/0EXUY4Db/#/match-summary","14.12.2013 23:00","Malaga","Getafe","1-0Finished","Lineups","https://www.flashscore.com/match/0EXUY4Db/#/match-summary/lineups","Antunes V.","null","Estadio La Rosaleda (Málaga)","LaLiga - Round 16","Caballero W. (G)","Camacho I.","Eliseu","Gamez J.","Juanmi","Morales P.","Portillo F.","Sanchez S.","Tissone F.","Weligton","null","null","null","Alexis","Arroyo A.","Castro D.","Lacen M.","Lago R.","Leon P.","Marica C.","Mosquera P.","Moya M. A. (G)","Rafa","Sarabia P.","null","null","null"
"1676817024-1569","https://www.flashscore.com/match/niorUtST/#/match-summary","15.12.2013 13:00","Almeria","Espanyol","0-0Finished","Lineups","https://www.flashscore.com/match/niorUtST/#/match-summary/lineups","Azeez R.","null","Estadio de los Juegos Mediterráneos (Almería)","LaLiga - Round 16","Diaz O.","Dubarbier S.","Esteban (G)","Nelson","Pellerano H.","Soriano F. (C)","Suso","Trujillo A.","Verza","Vidal A.","null","null","null","Casilla K. (G)","Colotto D.","Cordoba J.","Fuentes J. R.","Garcia S. (C)","Lopez D.","Moreno H.","Rodriguez R.","Sanchez V.","Stuani C.","Torje G.","null","null","null"
"1676817032-1570","https://www.flashscore.com/match/hUovVMCN/#/match-summary","15.12.2013 18:00","Real Sociedad","Betis","5-1Finished","Lineups","https://www.flashscore.com/match/hUovVMCN/#/match-summary/lineups","Agirretxe I.","null","Reale Arena (San Sebastian)","LaLiga - Round 16","Ansotegi I.","Bergara M.","Bravo C. (G)","Cote","Griezmann A.","Martinez C.","Martinez I.","Pardo R.","Prieto X.","Vela C.","null","null","null","Amaya A.","Andersen S. (G)","Castro R.","Chica F.","Molina J.","Nacho","Nono","Paulao","Reyes L.","Vadillo A.","Verdu J.","null","null","null"
"1676817040-1571","https://www.flashscore.com/match/YRVxXrrB/#/match-summary","15.12.2013 20:00","Sevilla","Ath Bilbao","1-1Finished","Lineups","https://www.flashscore.com/match/YRVxXrrB/#/match-summary/lineups","Bacca C.","null","Estadio Ramón Sánchez Pizjuán (Sevilla)","LaLiga - Round 16","Beto (G)","Cala J.","Carrico D.","Fazio F.","Figueiras D.","Mbia S.","Moreno A.","Navarro F.","Reyes J. A.","Vitolo","null","null","null","Balenziaga M.","de Marcos O.","Gurpegi C.","Herrera A.","Iraizoz G. (G)","Iturraspe A.","Laporte A.","Muniain I.","Rico M.","Susaeta M.","Toquero G.","null","null","null"
"1676817049-1572","https://www.flashscore.com/match/4nvMzRrn/#/match-summary","15.12.2013 22:00","Atl. Madrid","Valencia","3-0Finished","Lineups","https://www.flashscore.com/match/4nvMzRrn/#/match-summary/lineups","Costa D.","null","Estadio Vicente Calderón (Madrid)","LaLiga - Round 16","Courtois T. (G)","Filipe Luis","Gabi","Godin D.","Juanfran","Koke","Miranda","Tiago","Turan A. (C)","Villa D.","null","null","null","Barragan A.","Bernat J.","Canales S.","Diego Alves (G)","Feghouli S.","Guardado A. (C)","Jonas","Mathieu J.","Parejo D.","Romeu O.","Ruiz V.","null","null","null"
"1676817057-1573","https://www.flashscore.com/match/OCxAP0zo/#/match-summary","16.12.2013 23:00","Valladolid","Celta Vigo","3-0Finished","Lineups","https://www.flashscore.com/match/OCxAP0zo/#/match-summary/lineups","Ebert P.","null","Estadio José Zorrilla (Valladolid)","LaLiga - Round 16","Guerra J.","Larsson D.","Marino D. (G)","Omar","Pena C.","Rossi F.","Rubio A. (C)","Rueda J.","Rukavina A.","Valiente M.","null","null","null","Aurtenetxe J.","Cabral G.","Charles","Fernandez A.","Fontas A.","Lopez A.","Mallo H.","Nolito","Oubina B. (C)","Rafinha","Yoel (G)","null","null","null"
"1676817066-1574","https://www.flashscore.com/match/YsK0nOsb/#/match-summary","20.12.2013 21:30","Elche","Malaga","0-1Finished","Lineups","https://www.flashscore.com/match/YsK0nOsb/#/match-summary/lineups","Albacar E. (C)","null","Estadio Manuel Martínez Valero (Elche)","LaLiga - Round 17","Boakye R.","Botia A.","Coro","Fidel","Gil C.","Pelegrin S.","Perez R.","Sanchez C.","Suarez D.","Tono (G)","null","null","null","Antunes V.","Caballero W. (G)","Camacho I.","Duda","Gamez J.","Juanmi","Morales P.","Portillo F.","Sanchez S.","Tissone F.","Weligton (C)","null","null","null"
"1676817074-1575","https://www.flashscore.com/match/fc89p2CA/#/match-summary","21.12.2013 17:00","Villarreal","Sevilla","1-2Finished","Lineups","https://www.flashscore.com/match/fc89p2CA/#/match-summary/lineups","Aquino J.","null","Estadio de la Ceramica (Villarreal)","LaLiga - Round 17","Asenjo S. (G)","Bruno (C)","Costa J.","dos Santos G.","Gabriel Paulista","Hernan Perez","Mario Gaspar","Musacchio M.","Trigueros M.","Uche I.","null","null","null","Bacca C.","Beto (G)","Cala J.","Carrico D.","Coke","Fazio F.","Iborra V.","Navarro F.","Rakitic I. (C)","Reyes J. A.","Vitolo","null","null","null"
"1676817083-1576","https://www.flashscore.com/match/voALs0dT/#/match-summary","21.12.2013 19:00","Betis","Almeria","0-1Finished","Lineups","https://www.flashscore.com/match/voALs0dT/#/match-summary/lineups","Castro R.","null","Estadio Benito Villamarín (Sevilla)","LaLiga - Round 17","Chica F.","Figueras J.","Juankar","Matilla J.","Molina J. (C)","Paulao","Reyes L.","Sara G. (G)","Vadillo A.","Vila D.","null","null","null","Azeez R.","Barbosa H.","Diaz O.","Dubarbier S.","Esteban (G) (C)","Nelson","Tebar M.","Torsiglieri M.","Trujillo A.","Verza","Vidal A.","null","null","null"
"1676817091-1577","https://www.flashscore.com/match/48Fdm4Si/#/match-summary","21.12.2013 21:00","Atl. Madrid","Levante","3-2Finished","Lineups","https://www.flashscore.com/match/48Fdm4Si/#/match-summary/lineups","Costa D.","null","Estadio Vicente Calderón (Madrid)","LaLiga - Round 17","Courtois T. (G)","Filipe Luis","Gabi (C)","Godin D.","Juanfran","Koke","Miranda","Tiago","Turan A.","Villa D.","null","null","null","Barral D.","Diop P.","Garcia R.","Ivanschitz A.","Juanfran (C)","Karabelas N.","Lopez P.","Navarro D.","Navas K. (G)","Simao","Vyntra L.","null","null","null"
